fact_sales_id,product_key,business_partner_key,created_date_key,modified_date_key,employee_key,order_id,item_id,sls_order_product_id,sls_order_quantity,sls_order_net_amount,total_price,order_created_by,order_created_at,order_changed_by,order_changed_at,order_fiscal_variant,order_fiscal_year_period,order_partner_id,order_org,currency,order_gross_amount,order_net_amount,order_tax_amount,lifecycle_status,billing_status,delivery_status,dwh_create_date
860,12,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000010,CC-1023,10,1190.875,11908.750,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
861,27,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000020,HB-1175,7,786.625,5506.375,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
862,3,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000030,BX-1013,6,392.875,2357.250,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
863,30,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000040,MB-1032,5,1136.625,5683.125,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
864,40,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000050,RO-1001,10,459.375,4593.750,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
865,29,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000060,MB-1031,7,567.875,3975.125,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
866,8,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000070,CB-1162,2,350.000,700.000,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
867,16,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000080,EB-1131,7,1312.500,9187.500,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
868,12,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000090,CC-1023,9,1190.875,10717.875,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
869,37,15,-8605283143417722975,-6013054820767712078,0000000002,0500000152,0000000100,RC-1055,1,1749.125,1749.125,0000000002,2018-09-11,0000000002,2018-09-12,K4,2018-09-30,0100000014,EMEA,USD,64433,56378.875,8054.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
870,12,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000010,CC-1023,7,1190.875,8336.125,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
871,17,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000020,EB-1132,10,1662.500,16625.000,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
872,32,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000030,MB-1034,3,2186.625,6559.875,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
873,24,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000040,HB-1172,8,699.125,5593.000,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
874,23,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000050,HB-1171,9,611.625,5504.625,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
875,10,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000060,CC-1021,6,1001.000,6006.000,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
876,13,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000070,DB-1081,4,1311.625,5246.500,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
877,20,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000080,EB-1135,2,2625.000,5250.000,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
878,1,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000090,BX-1011,2,217.875,435.750,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
879,8,17,-6669000464429025302,67125991246472170,0000000004,0500000153,0000000100,CB-1162,3,350.000,1050.000,0000000004,2018-09-12,0000000004,2018-09-13,K4,2018-09-30,0100000016,APJ,USD,69265,60606.875,8658.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
880,1,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000010,BX-1011,1,217.875,217.875,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
881,39,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000020,RC-1057,10,4374.125,43741.250,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
882,3,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000030,BX-1013,10,392.875,3928.750,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
883,13,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000040,DB-1081,1,1311.625,1311.625,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
884,22,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000050,EB-1137,1,6912.500,6912.500,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
885,4,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000060,BX-1014,10,699.125,6991.250,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
886,32,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000070,MB-1034,5,2186.625,10933.125,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
887,42,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000080,RO-1003,10,630.875,6308.750,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
888,12,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000090,CC-1023,9,1190.875,10717.875,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
889,37,38,-6669000464429025302,1478752366150141508,0000000002,0500000154,0000000100,RC-1055,10,1749.125,17491.250,0000000002,2018-09-12,0000000002,2018-09-15,K4,2018-09-30,0100000037,EMEA,USD,124062,108554.250,15507.750,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
890,6,36,5888560915046512729,3852018694332008673,0000000008,0500000155,0000000010,BX-1016,9,279.125,2512.125,0000000008,2018-09-15,0000000008,2018-09-20,K4,2018-09-30,0100000035,EMEA,USD,70063,61305.125,8757.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
891,4,36,5888560915046512729,3852018694332008673,0000000008,0500000155,0000000020,BX-1014,4,699.125,2796.500,0000000008,2018-09-15,0000000008,2018-09-20,K4,2018-09-30,0100000035,EMEA,USD,70063,61305.125,8757.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
892,19,36,5888560915046512729,3852018694332008673,0000000008,0500000155,0000000030,EB-1134,10,4200.000,42000.000,0000000008,2018-09-15,0000000008,2018-09-20,K4,2018-09-30,0100000035,EMEA,USD,70063,61305.125,8757.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
893,34,36,5888560915046512729,3852018694332008673,0000000008,0500000155,0000000040,RC-1052,4,3499.125,13996.500,0000000008,2018-09-15,0000000008,2018-09-20,K4,2018-09-30,0100000035,EMEA,USD,70063,61305.125,8757.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
894,38,40,5888560915046512729,738555520829160394,0000000002,0500000156,0000000010,RC-1056,10,2186.625,21866.250,0000000002,2018-09-15,0000000002,2018-09-18,K4,2018-09-30,0100000039,EMEA,USD,108752,95158.000,13594.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
895,7,40,5888560915046512729,738555520829160394,0000000002,0500000156,0000000020,CB-1161,2,349.125,698.250,0000000002,2018-09-15,0000000002,2018-09-18,K4,2018-09-30,0100000039,EMEA,USD,108752,95158.000,13594.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
896,19,40,5888560915046512729,738555520829160394,0000000002,0500000156,0000000030,EB-1134,1,4200.000,4200.000,0000000002,2018-09-15,0000000002,2018-09-18,K4,2018-09-30,0100000039,EMEA,USD,108752,95158.000,13594.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
897,20,40,5888560915046512729,738555520829160394,0000000002,0500000156,0000000040,EB-1135,9,2625.000,23625.000,0000000002,2018-09-15,0000000002,2018-09-18,K4,2018-09-30,0100000039,EMEA,USD,108752,95158.000,13594.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
898,12,40,5888560915046512729,738555520829160394,0000000002,0500000156,0000000050,CC-1023,4,1190.875,4763.500,0000000002,2018-09-15,0000000002,2018-09-18,K4,2018-09-30,0100000039,EMEA,USD,108752,95158.000,13594.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
899,21,40,5888560915046512729,738555520829160394,0000000002,0500000156,0000000060,EB-1136,8,4375.000,35000.000,0000000002,2018-09-15,0000000002,2018-09-18,K4,2018-09-30,0100000039,EMEA,USD,108752,95158.000,13594.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
900,10,40,5888560915046512729,738555520829160394,0000000002,0500000156,0000000070,CC-1021,5,1001.000,5005.000,0000000002,2018-09-15,0000000002,2018-09-18,K4,2018-09-30,0100000039,EMEA,USD,108752,95158.000,13594.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
901,17,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000010,EB-1132,7,1662.500,11637.500,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
902,23,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000020,HB-1171,6,611.625,3669.750,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
903,14,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000030,DB-1082,10,1093.750,10937.500,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
904,1,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000040,BX-1011,10,217.875,2178.750,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
905,34,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000050,RC-1052,5,3499.125,17495.625,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
906,31,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000060,MB-1033,8,3499.125,27993.000,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
907,25,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000070,HB-1173,9,567.875,5110.875,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
908,17,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000080,EB-1132,5,1662.500,8312.500,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
909,40,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000090,RO-1001,8,459.375,3675.000,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
910,3,4,5597951131626245775,3852018694332008673,0000000009,0500000157,0000000100,BX-1013,3,392.875,1178.625,0000000009,2018-09-17,0000000009,2018-09-20,K4,2018-09-30,0100000003,AMER,USD,105359,92189.125,13169.875,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
911,31,12,-6800820250152350680,2912518831540557599,0000000002,0500000158,0000000010,MB-1033,7,3499.125,24493.875,0000000002,2018-09-19,0000000002,2018-09-22,K4,2018-09-30,0100000011,EMEA,USD,80064,70056.000,10008.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
912,37,12,-6800820250152350680,2912518831540557599,0000000002,0500000158,0000000020,RC-1055,4,1749.125,6996.500,0000000002,2018-09-19,0000000002,2018-09-22,K4,2018-09-30,0100000011,EMEA,USD,80064,70056.000,10008.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
913,12,12,-6800820250152350680,2912518831540557599,0000000002,0500000158,0000000030,CC-1023,3,1190.875,3572.625,0000000002,2018-09-19,0000000002,2018-09-22,K4,2018-09-30,0100000011,EMEA,USD,80064,70056.000,10008.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
914,39,12,-6800820250152350680,2912518831540557599,0000000002,0500000158,0000000040,RC-1057,8,4374.125,34993.000,0000000002,2018-09-19,0000000002,2018-09-22,K4,2018-09-30,0100000011,EMEA,USD,80064,70056.000,10008.000,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
915,1,12,-4504615553174573720,-5888392473348401922,0000000008,0500000159,0000000010,BX-1011,7,217.875,1525.125,0000000008,2018-09-22,0000000008,2018-09-24,K4,2018-09-30,0100000011,EMEA,USD,52131,45614.625,6516.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
916,12,12,-4504615553174573720,-5888392473348401922,0000000008,0500000159,0000000020,CC-1023,8,1190.875,9527.000,0000000008,2018-09-22,0000000008,2018-09-24,K4,2018-09-30,0100000011,EMEA,USD,52131,45614.625,6516.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
917,22,12,-4504615553174573720,-5888392473348401922,0000000008,0500000159,0000000030,EB-1137,5,6912.500,34562.500,0000000008,2018-09-22,0000000008,2018-09-24,K4,2018-09-30,0100000011,EMEA,USD,52131,45614.625,6516.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
918,7,29,8114813480135157391,1673746935928614344,0000000006,0500000160,0000000010,CB-1161,1,349.125,349.125,0000000006,2018-09-25,0000000006,2018-09-29,K4,2018-09-30,0100000028,EMEA,USD,54468,47659.500,6808.500,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
919,15,29,8114813480135157391,1673746935928614344,0000000006,0500000160,0000000020,DB-1083,6,1049.125,6294.750,0000000006,2018-09-25,0000000006,2018-09-29,K4,2018-09-30,0100000028,EMEA,USD,54468,47659.500,6808.500,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
920,19,29,8114813480135157391,1673746935928614344,0000000006,0500000160,0000000030,EB-1134,9,4200.000,37800.000,0000000006,2018-09-25,0000000006,2018-09-29,K4,2018-09-30,0100000028,EMEA,USD,54468,47659.500,6808.500,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
921,40,29,8114813480135157391,1673746935928614344,0000000006,0500000160,0000000040,RO-1001,7,459.375,3215.625,0000000006,2018-09-25,0000000006,2018-09-29,K4,2018-09-30,0100000028,EMEA,USD,54468,47659.500,6808.500,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
922,28,40,-1178732248600894920,1673746935928614344,0000000002,0500000161,0000000010,HB-1176,5,1049.125,5245.625,0000000002,2018-09-26,0000000002,2018-09-29,K4,2018-09-30,0100000039,EMEA,USD,9889,8652.875,1236.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
923,29,40,-1178732248600894920,1673746935928614344,0000000002,0500000161,0000000020,MB-1031,6,567.875,3407.250,0000000002,2018-09-26,0000000002,2018-09-29,K4,2018-09-30,0100000039,EMEA,USD,9889,8652.875,1236.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
924,36,3,4458366529382869786,-572358281935553328,0000000009,0500000162,0000000010,RC-1054,2,4811.625,9623.250,0000000009,2018-09-29,0000000009,2018-10-04,K4,2018-09-30,0100000002,AMER,USD,29389,25715.375,3673.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
925,38,3,4458366529382869786,-572358281935553328,0000000009,0500000162,0000000020,RC-1056,7,2186.625,15306.375,0000000009,2018-09-29,0000000009,2018-10-04,K4,2018-09-30,0100000002,AMER,USD,29389,25715.375,3673.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
926,3,3,4458366529382869786,-572358281935553328,0000000009,0500000162,0000000030,BX-1013,2,392.875,785.750,0000000009,2018-09-29,0000000009,2018-10-04,K4,2018-09-30,0100000002,AMER,USD,29389,25715.375,3673.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
927,32,26,4458366529382869786,-2494729217553732790,0000000003,0500000163,0000000010,MB-1034,8,2186.625,17493.000,0000000003,2018-09-29,0000000003,2018-10-02,K4,2018-09-30,0100000025,EMEA,USD,59089,51702.875,7386.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
928,18,26,4458366529382869786,-2494729217553732790,0000000003,0500000163,0000000020,EB-1133,3,1968.750,5906.250,0000000003,2018-09-29,0000000003,2018-10-02,K4,2018-09-30,0100000025,EMEA,USD,59089,51702.875,7386.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
929,6,26,4458366529382869786,-2494729217553732790,0000000003,0500000163,0000000030,BX-1016,6,279.125,1674.750,0000000003,2018-09-29,0000000003,2018-10-02,K4,2018-09-30,0100000025,EMEA,USD,59089,51702.875,7386.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
930,25,26,4458366529382869786,-2494729217553732790,0000000003,0500000163,0000000040,HB-1173,3,567.875,1703.625,0000000003,2018-09-29,0000000003,2018-10-02,K4,2018-09-30,0100000025,EMEA,USD,59089,51702.875,7386.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
931,20,26,4458366529382869786,-2494729217553732790,0000000003,0500000163,0000000050,EB-1135,5,2625.000,13125.000,0000000003,2018-09-29,0000000003,2018-10-02,K4,2018-09-30,0100000025,EMEA,USD,59089,51702.875,7386.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
932,25,26,4458366529382869786,-2494729217553732790,0000000003,0500000163,0000000060,HB-1173,6,567.875,3407.250,0000000003,2018-09-29,0000000003,2018-10-02,K4,2018-09-30,0100000025,EMEA,USD,59089,51702.875,7386.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
933,15,26,4458366529382869786,-2494729217553732790,0000000003,0500000163,0000000070,DB-1083,8,1049.125,8393.000,0000000003,2018-09-29,0000000003,2018-10-02,K4,2018-09-30,0100000025,EMEA,USD,59089,51702.875,7386.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
934,37,5,4458366529382869786,-7551008171494212509,0000000012,0500000164,0000000010,RC-1055,7,1749.125,12243.875,0000000012,2018-09-29,0000000012,2018-10-03,K4,2018-09-30,0100000004,AMER,USD,33252,29095.500,4156.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
935,17,5,4458366529382869786,-7551008171494212509,0000000012,0500000164,0000000020,EB-1132,9,1662.500,14962.500,0000000012,2018-09-29,0000000012,2018-10-03,K4,2018-09-30,0100000004,AMER,USD,33252,29095.500,4156.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
936,12,5,4458366529382869786,-7551008171494212509,0000000012,0500000164,0000000030,CC-1023,1,1190.875,1190.875,0000000012,2018-09-29,0000000012,2018-10-03,K4,2018-09-30,0100000004,AMER,USD,33252,29095.500,4156.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
937,2,5,4458366529382869786,-7551008171494212509,0000000012,0500000164,0000000040,BX-1012,2,349.125,698.250,0000000012,2018-09-29,0000000012,2018-10-03,K4,2018-09-30,0100000004,AMER,USD,33252,29095.500,4156.500,Cancelled,Cancelled,Cancelled,2025-03-28 23:23:54.0033333
938,29,6,4458366529382869786,-7551008171494212509,0000000002,0500000165,0000000010,MB-1031,3,567.875,1703.625,0000000002,2018-09-29,0000000002,2018-10-03,K4,2018-09-30,0100000005,EMEA,USD,112475,98415.625,14059.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
939,19,6,4458366529382869786,-7551008171494212509,0000000002,0500000165,0000000020,EB-1134,9,4200.000,37800.000,0000000002,2018-09-29,0000000002,2018-10-03,K4,2018-09-30,0100000005,EMEA,USD,112475,98415.625,14059.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
940,37,6,4458366529382869786,-7551008171494212509,0000000002,0500000165,0000000030,RC-1055,6,1749.125,10494.750,0000000002,2018-09-29,0000000002,2018-10-03,K4,2018-09-30,0100000005,EMEA,USD,112475,98415.625,14059.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
941,5,6,4458366529382869786,-7551008171494212509,0000000002,0500000165,0000000040,BX-1015,2,261.625,523.250,0000000002,2018-09-29,0000000002,2018-10-03,K4,2018-09-30,0100000005,EMEA,USD,112475,98415.625,14059.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
942,34,6,4458366529382869786,-7551008171494212509,0000000002,0500000165,0000000050,RC-1052,3,3499.125,10497.375,0000000002,2018-09-29,0000000002,2018-10-03,K4,2018-09-30,0100000005,EMEA,USD,112475,98415.625,14059.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
943,25,6,4458366529382869786,-7551008171494212509,0000000002,0500000165,0000000060,HB-1173,4,567.875,2271.500,0000000002,2018-09-29,0000000002,2018-10-03,K4,2018-09-30,0100000005,EMEA,USD,112475,98415.625,14059.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
944,7,6,4458366529382869786,-7551008171494212509,0000000002,0500000165,0000000070,CB-1161,1,349.125,349.125,0000000002,2018-09-29,0000000002,2018-10-03,K4,2018-09-30,0100000005,EMEA,USD,112475,98415.625,14059.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
945,18,6,4458366529382869786,-7551008171494212509,0000000002,0500000165,0000000080,EB-1133,7,1968.750,13781.250,0000000002,2018-09-29,0000000002,2018-10-03,K4,2018-09-30,0100000005,EMEA,USD,112475,98415.625,14059.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
946,31,6,4458366529382869786,-7551008171494212509,0000000002,0500000165,0000000090,MB-1033,6,3499.125,20994.750,0000000002,2018-09-29,0000000002,2018-10-03,K4,2018-09-30,0100000005,EMEA,USD,112475,98415.625,14059.375,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
947,10,10,7416278772830665536,-572358281935553328,0000000008,0500000166,0000000010,CC-1021,2,1001.000,2002.000,0000000008,2018-10-01,0000000008,2018-10-04,K4,2018-10-31,0100000009,EMEA,USD,77065,67431.875,9633.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
948,2,10,7416278772830665536,-572358281935553328,0000000008,0500000166,0000000020,BX-1012,1,349.125,349.125,0000000008,2018-10-01,0000000008,2018-10-04,K4,2018-10-31,0100000009,EMEA,USD,77065,67431.875,9633.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
949,13,10,7416278772830665536,-572358281935553328,0000000008,0500000166,0000000030,DB-1081,8,1311.625,10493.000,0000000008,2018-10-01,0000000008,2018-10-04,K4,2018-10-31,0100000009,EMEA,USD,77065,67431.875,9633.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
950,36,10,7416278772830665536,-572358281935553328,0000000008,0500000166,0000000040,RC-1054,10,4811.625,48116.250,0000000008,2018-10-01,0000000008,2018-10-04,K4,2018-10-31,0100000009,EMEA,USD,77065,67431.875,9633.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
951,19,10,7416278772830665536,-572358281935553328,0000000008,0500000166,0000000050,EB-1134,1,4200.000,4200.000,0000000008,2018-10-01,0000000008,2018-10-04,K4,2018-10-31,0100000009,EMEA,USD,77065,67431.875,9633.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
952,25,10,7416278772830665536,-572358281935553328,0000000008,0500000166,0000000060,HB-1173,4,567.875,2271.500,0000000008,2018-10-01,0000000008,2018-10-04,K4,2018-10-31,0100000009,EMEA,USD,77065,67431.875,9633.125,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
953,32,4,3482311027815147355,-8370589159292117010,0000000012,0500000167,0000000010,MB-1034,8,2186.625,17493.000,0000000012,2018-10-02,0000000012,2018-10-07,K4,2018-10-31,0100000003,AMER,USD,23589,20640.375,2948.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
954,15,4,3482311027815147355,-8370589159292117010,0000000012,0500000167,0000000020,DB-1083,3,1049.125,3147.375,0000000012,2018-10-02,0000000012,2018-10-07,K4,2018-10-31,0100000003,AMER,USD,23589,20640.375,2948.625,Completed,Completed,Completed,2025-03-28 23:23:54.0033333
